"Data Source","World Development Indicators",

"Last Updated Date","2018-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Egypt, Arab Rep.","EGY","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","17038278408.6099","17788028365.1548","19007686513.0155","20728937458.9471","22416744290.8183","23569156837.4072","23818207483.1493","23967296975.0627","24619546311.3682","26296754952.9519","27768982733.97","28724497087.8388","29307287698.3267","29513973077.345","30247543950.9857","32951416416.3002","37771312183.5335","42619992153.9048","45083309016.9239","47805821098.7321","52591819148.2619","54567220520.8854","59973288441.0856","64411992915.9174","68335660987.6263","72847205717.1573","74775169522.9359","76659063543.5379","80722556274.1682","84736384579.7923","89567840760.6468","90534132004.9763","94546599458.8784","97289194505.7786","101154661853.797","105850733344.84","111131341206.463","117233700753.719","121965690626.027","129412261131.643","136359108297.002","141179746359.354","144526355905.341","149140048724.194","155239787829.625","162192916084.429","173309468988.768","185597580010.744","198881943532.621","208177377018.708","218888324504.753","222783648066.582","227719662137.556","232696398050.994","239481619965.763","249951802078.734","260816315725.83","271721622290.248",
"Euro area","EMU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2868607297062.8","3060206740491.91","3255751539277.34","3443531123974.62","3632502710115.58","3812823128181.5","4013545689652.93","4224747439274.73","4458890850929.63","4768945869411.01","5034636698815.04","5226258238604.4","5483574538136.5","5821924969567.3","6009220560181.38","5963647533040.59","6263021886468.51","6455859644855.19","6657992242743.94","6914125651978.5","7063351357175.89","7099826832063.5","7150984820918.94","7250045437362.14","7421786731772.43","7593126672254.77","7783760849296.22","7981998281163.99","8326253250631.86","8668031313516.54","8978228027914.33","9216788176518.7","9347035139399.88","9285434711720.81","9514904113728.48","9750183175115.59","9917879030233.39","10186871453164.2","10489048993372.9","10802293823009.4","11219110083861.8","11461384860713.6","11578494615765.2","11661957004045.1","11933035689273.5","12136240048174.1","12529060840108.8","12911859426222.2","12968688699355.3","12382878176177.2","12641025241011.9","12843982911289.3","12729608814195.1","12698161243655.5","12867514468328.5","13135866797367.7","13372440884809.6","13688878255817.3",
"Eritrea","ERI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1179433456.90305","1338123427.62891","1622092104.73348","1668457645.41958","1822937442.10576","1967107820.49516","2001976435.22552","2002246306.47439","1939336012.36364","2109133320.04651","2172521829.09089","2114830167.75909","2145531908.7939","2200767544.94132","2179437333.32658","2210534025.98508","1994276818.23643","2071584990.21171","2117039512.19512","2300794306.42964","","","","","","",
"Spain","ESP","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","224147819025.919","250683949035.221","275635620736.643","302086989977.522","318123308791.017","338015988434.834","362508830812.602","378242940861.651","403195703839.28","439108407898.429","457948966202.287","479241181927.499","518298120355.182","558665589364.379","590055811943.231","593255114175.017","612855026287.534","630251371585.101","639471970413.889","639737648767.835","653867714099.553","653001544610.867","661140958805.749","672843919241.035","684852080710.238","700750482478.721","723548150160.144","763684253209.553","802588805081.049","841330009856.886","873144007866.8","895374259265.429","903694215028.917","894372683534.068","915687331433.623","940937354958.39","966105392900.925","1001750952717.03","1044886132833.35","1091746918945.16","1149490500814.16","1195482464482.66","1229910878223.45","1269115166553.55","1309304826679.13","1358050268792.21","1414736959945.11","1468058288554.62","1484466583143.37","1431415437122.94","1431616749640.29","1417318263210.38","1375822720570.93","1352355243630.25","1371017708643.57","1418074509574.91","1464508831011.81","1509201534288.7",
"Estonia","EST","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10507168850.136","11066554220.3539","12372254758.3177","12881652376.2825","12771327686.6327","14121011168.8073","15014689085.8925","15927040858.0414","17108216227.3352","18185135022.5104","19889757107.0738","21932809902.7181","23632206205.7045","22351469214.5471","19060348608.4809","19490936349.1753","20971721297.2151","21875027647.655","22298647061.5152","22943236497.836","23327372037.3633","23808677023.3013","24964382783.2038",
"Ethiopia","ETH","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","8227603582.40039","8302969571.40326","8986719590.41069","8730775888.58718","7757787405.87652","8507314752.68832","9686371612.14659","9735159432.65081","9700011206.06829","9964477334.54832","9253264786.76098","8450777236.91963","9561448857.46773","9866455688.41206","10471023886.7174","11772171511.4072","12141100402.7987","11721244256.7242","12326311977.6713","13074915712.856","14160304517.4679","14374794288.2309","14064103274.4481","15972968198.9981","17860775923.3616","19795942247.5789","22063798449.7811","24444156129.287","26595865977.4424","29933790334.3418","33279878092.46","36157859262.3838","39984181570.2946","44085556181.8802","48667131306.0417","52347226230.2332","57710624015.1401",
"European Union","EUU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","4118188243542.31","4348580209892.78","4567510881905.38","4802680581606.91","5070098822554.46","5292900633428.72","5520499731697.41","5766605217159.98","6058691106499.62","6409466246889.91","6775645515013.61","7022290017784.05","7353459799576.76","7802329340516.48","7975762255785.68","7913759490160.21","8277486748458.38","8510179286327.77","8784691440951.4","9121296015222.33","9255372064249.67","9285090028594.13","9376615695125.31","9548775053238.94","9783117750873.81","10039081029028","10306777587000.8","10609620118494.4","11076815022982.6","11489163160330","11830792808865.8","11999736660072.9","12126868860951.6","12109019378830.2","12452521286481.7","12786525133095","13039945916104.1","13417423983309.6","13816273549376.9","14233389596099.7","14783519347896.3","15109341896287.9","15313936229472","15515225285653","15913796542279.4","16249400399345.3","16793437781553","17310574458920.3","17394331150451.6","16637893072416.4","16987391593239.7","17277197084455.5","17203813148588.3","17248203170325.6","17548877518502.1","17955329353259.4","18306727824266.7","18752511932640.8",
"Fragile and conflict affected situations","FCS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","251323599136.326","263199569931.472","265681932326.805","257715213942.638","296034947765.986","240896219771.71","254415666642.667","271094209015.838","280930929067.271","290932039542.303","311168552013.08","334897990597.802","374893140671.087","401604849442.938","409058514904.924","420742289032.191","418941094720.399","399342802767.86","455421636198.045","486093831512.243","519004776926.39","547036986907.508","576528782139.225","603709405096.161","641083498163.624","606135046124.042","691474093811.947","716646837564.264","724420761604.557","740277517300.327","772096437404.257","798684193623.074",
"Finland","FIN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","54020839834.6355","58128946694.1798","59862320225.3108","61828857088.9561","65067877138.9059","68518334138.5461","70144152940.6732","71665459589.2979","73316122941.6881","80349549608.1422","84635320495.2761","86630107555.3454","93331366979.2586","99849469096.2651","103081130725.907","104941639688.052","105303040819.575","105555252558.093","108637157806.075","116374216221.742","122645677924.149","124233662847.219","128069196072.583","132066309081.611","136311089463.963","141131994484.793","144979447530.263","150139405211.898","157961456050.64","165998063651.298","167119851165.76","157235671448.603","152008168119.698","150891678303.061","156835695262.809","163433977903.956","169413754324.023","180005176700.83","189776780339.204","198210715276.744","209379586716.485","214783238498.075","218392295141.416","222747002753.638","231492177438.401","237927555871.426","247575988035.367","260412309865.555","262289019320.092","240600244424.183","247799815768.477","254170297403.145","250545347666.329","248646122996.035","247075355590.897","247409110553.877","252692239709.946","259348797027.169",
"Fiji","FJI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","697947698.513009","722498581.153345","748552617.958704","796151372.036738","834981909.492961","812435168.867151","812435168.867151","920910117.869457","993811403.151531","1019614826.89682","1149133552.97642","1228297210.20435","1320238654.74461","1473556233.66782","1511885640.31216","1519901827.13724","1561488822.32949","1653679307.34358","1684493991.55362","1890420346.01229","1860108269.89211","1977852947.56114","1859607282.04261","1785964546.18026","1935860987.58766","1846550527.46395","1989656493.87706","1858040318.99996","1875798629.86436","2015332395.17535","2132221728.89777","2074651682.07802","2201205463.61083","2248091836.12678","2362744523.3433","2421813101.87764","2538060153.26052","2482222810.54121","2514491755.78077","2735766980.72918","2689258981.99094","2743044147.33452","2830821574.15485","2859129746.53114","3010663631.43676","3031738288.38912","3087900727.57084","3061633390.88777","3093253763.44286","3050380106.78989","3140508835.9485","3225464089.99005","3270985505.31268","3425841168.87686","3617808676.11051","3756891966.94786","3771168285.97478","3914472684.17761",
"France","FRA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","608176285777.397","641664128970.243","684477080169.693","721077259044.247","768079514212.744","804778623588.979","846739845823.177","886436354593.11","924189897794.352","988795674791.155","1043755406778.23","1099551560224.43","1149488562254.09","1222026470832.46","1274467926133.43","1261976072403.21","1316420825913.13","1361855365551.59","1416040946545.38","1466439434343.65","1489729263980.49","1505784740635.29","1543557821462.91","1562949483987.66","1586776171064.49","1612533429422.08","1650447997322.39","1692985357800.54","1773130510404.4","1850318979973.54","1904237454486.49","1924024487378.54","1954802553292.05","1942826399983.33","1988393170556.83","2029852848973.99","2058027288315.57","2106130247621.88","2181028477920.57","2255338280604.68","2342736298465.86","2388523894567.11","2415238504666.61","2435032149085.55","2502882471990.15","2543121659233.15","2603519448238.71","2665001530699.71","2670206139232.81","2591666269727.4","2642609548930.36","2697555457635.09","2702483703549.71","2718056537417.43","2743812473469.65","2773101619290.33","2806036371233.86","2857089402048",
"Faroe Islands","FRO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2301168186.90991","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","204090615.610811","206539213.278607","211803698.264369","219271921.151147","227474723.338265","244370047.246058","254164437.917243","274855088.21012","273385929.609443","292752623.143343","283643472.529491","266438401.016721","274313580.835887","278109396.940505","290800111.363042","295880951.523719","297655939.973105","303450791.213711","293950477.122429","299996309.623985","299604166.707487","293724716.417458","287210712.04182","290591735.701513","296525300","306450200.926878","300353437.593833","288764224.832153","282538297.972131","296471675.711075","296282643.971121","302208296.850544",
"Gabon","GAB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2185147448.45665","2507824745.57133","2694637917.34802","2858806988.60155","2989010027.3945","3238094265.90065","3384067703.2815","3523327261.96328","3611720527.3374","3903652662.68187","4242464034.62141","4677687003.95844","5207995008.24281","5738295642.81856","8004181904.94183","9540193610.10572","12938919826.677","11310933137.9047","8590743519.12926","8631498459.95146","8851855191.39774","9302886360.69598","9014727558.08877","9520295176.12534","10235164840.3715","9996383630.52791","9916052918.20074","8215842298.79446","9271196264.38034","10063448724.9368","10585966860.9368","11233034454.022","10885917328.3046","11315536043.781","11735654156.0417","12319367727.7966","12765950846.9177","13498508007.9584","13967963653.2285","12720258146.9231","12480739960.3275","12747232891.2701","12715488053.2993","13001247032.4304","13090896228.8564","13441236307.6313","13063995233.2217","13848895187.383","13390715517.1432","13408167901.8691","14358631634.4187","15376947272.882","16184600812.6091","17097238917.9892","17834813005.5734","18526671343.6802","18912467101.0138","19121396781.1748",
"United Kingdom","GBR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","724558361061.08","743205377406.731","753075094121.114","782868561011.181","822311690317.643","845245772817.276","862567488917.333","882501122554.945","917666480088.841","936501085850.922","998275380745.968","1033058969027.07","1077500607187.06","1147632113254.69","1119361227100","1102805184368.56","1134897466890.37","1162624076095.54","1211475789174.6","1256802593253.32","1231317545386.53","1221824211054.78","1246389717523.84","1299011263983.31","1328579820723.07","1384318068316.22","1427568026603.7","1503322771924.82","1589728156125.7","1630574702266.82","1642507256284.46","1624660704506.76","1630736553074.82","1671944040741.03","1736816113510.38","1779710859442.01","1824891568314.44","1898585223136.99","1958159190329.39","2021147778546.34","2095205239633.13","2148509996709.61","2201317743023.61","2274531574900.44","2328311858122.98","2400398463976.6","2459352241877.18","2517311998561.84","2505416684453.29","2400495860780.8","2441173394729.62","2476634464613.01","2513321589693.39","2564904713179.98","2643243341332.76","2705252231411.39","2757620259273.38","2806903096896.07",
"Georgia","GEO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","7001399096.99261","7528998718.38555","7999561103.91601","8356048330.34865","8755312830.67396","9810513310.73095","10052924828.1675","10338113619.4967","11008308873.8254","11977953018.9277","12862039179.3804","13646310280.1797","14587434913.7661","15671154080.4916","16826172369.6934","17596182821.15","18523048317.614","18893794268.7453","19706583918.7386","20776045048.1382","21802725604.2556","20020292634.0075","20276961363.9225","21403459729.1846","19863437589.0002","16925987566.8214","13354604094.5398","7358386868.32664","5202379407.71445","4661332299.04745","4782526716.11388","5318169836.99483","5877590284.17511","6060083786.18071","6233963131.76733","6348564680.98529","6653641918.03962","7017851503.36986","7793892689.16722","8250406686.08771","9042416092.8345","9890890978.71625","11111822549.2512","11368955393.3071","10953976999.9828","11638536834.4274","12479016474.3945","13271494256.9938","13721005574.3792","14355373169.1671","14768853639.6005","15189614350.7215","15946982915.8715",
"Ghana","GHA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","7006722487.75181","7247030227.98406","7544822194.28984","7877245113.64433","8051279256.56794","8161501178.57403","7813960759.63847","8054268499.87072","8083977501.14921","8569515333.88991","9402769808.2074","9893229993.22431","9647120523.03574","9925399836.8859","10605539531.3192","9287098201.02143","8959246657.18271","9162989534.38082","9939638626.29687","9689662537.65543","9735368282.6931","9394331814.23875","8743901121.08397","8344852426.14241","9066479335.88603","9528109763.80257","10023491500.0837","10504107781.5602","11095296694.7992","11659589360.4173","12047715856.1569","12684055279.6118","13176122962.2219","13815165000.1835","14271065388.7182","14857951398.9653","15541782824.2302","16193971605.2353","16955151553.2998","17701177689.239","18356121284.0331","19090366135.3945","19949432554.0814","20986803043.6895","22162064012.0001","23469626664.7482","24971662216.2561","26057135212.3246","28441310733.8456","29819146303.3442","32174772955.9748","36694403096.1883","40104336702.7708","43036976358.672","44752372405.0267","46469539221.9218","48199090351.9329","52299462264.3043",
"Gibraltar","GIB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","2947132621.38953","3044386195.59046","3236429629.51973","3365999313.40912","3511547236.01066","3603318819.29502","3721181478.94375","3908883251.41332","4064069790.43034","4251328845.07547","4441005073.60667","4671120346.10838","4841341634.90272","5025893773.35097","5151694938.25241","5340161788.21103","5615960289.41184","5686081240.34665","5819142211.86149","5993557764.69665","6064290164.05101","6478328024.15837","6746311587.65522","6670912205.63947","6992497898.58596","7384924172.37022","7821883617.09111","8129657844.1119","8431060974.98573","8752701726.34786","9667718426.6828","10895668843.7784",
"Gambia, The","GMB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","172396307.275891","172396307.275891","188905224.987343","193506054.967131","205414120.700432","205278799.971779","205774968.644054","224809830.760205","238025936.741632","267525512.413649","287191916.726799","297070101.135537","315834374.590451","311639515.595969","331179561.313452","342180995.323497","339564738.840343","376520342.791879","389831305.713507","386664843.779805","402483576.058824","412361861.66003","430822588.506627","456222690.08507","472459105.277726","487138595.145713","503597492.979932","518766358.425776","519567054.833347","524148847.430006","535803536.021091","562057904.420086","581729922.715411","618960633.791894","653003469.728368","690877672.512498","668424146.033","714344883.547765","764706197.369317","757505143.313151","766020256.369493","793834647.462633","839358222.13654","893494274.620344","951806368.699129","910925126.116185","961934758.086174","1008001063.16696","1017073073.5758","1060807213.42974","1084318240.80394","1122269380.66197",
"Guinea-Bissau","GNB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","347665923.107827","334068821.991785","355365244.68256","359309417.911813","375691200.384315","405166370.292327","425195588.718697","394708767.493681","446518411.54202","455422633.273471","382770647.741927","452310612.930478","471308030.177954","455291628.635441","496765158.326416","517462843.362775","513354976.864333","528242271.231626","552541415.646744","586246442.119841","622007475.009432","653729856.376637","660920884.608437","674800223.183116","696393830.46297","727035159.059283","811371237.483121","864110367.919524","621295529.694861","627667147.769798","661730564.585243","676215230.008451","669553309.541839","673359788.240921","691953958.8365","721473399.280578","738134802.910126","762219812.786734","786638037.488275","813139675.903054","850633309.814482","919405139.289536","903658643.643758","933080903.826576","942081036.011674","999869068.137843","1062488924.5797","1125377385.5273",
"Equatorial Guinea","GNQ","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","164823625.345287","174332993.380166","178171240.962056","187087619.73134","188979789.625448","213367969.501364","208395308.724523","217641261.247788","223420207.349764","220673975.135883","216793281.866299","214577136.655075","289132649.495085","321033270.674926","374545778.598325","440039841.242576","733018355.315771","1832347705.69357","2267978887.20713","2850033339.01954","3369132140.08877","5504483893.3827","6575812458.086","7493483546.94777","10340911891.9249","12072880264.5669","13003085741.6938","14990232117.7878","17658359891.78","17895574579.7547","16298542027.9965","17361846462.6899","18805114508.9646","18027862926.5874","18102689705.5274","16457325595.0027","15045964750.1647","14561450359.0116",
"Greece","GRC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","56488152206.7234","62786319861.6199","63749159946.9305","70210810027.4557","76009057613.0146","83148330609.7444","88219419688.5285","93055111746.9691","99256406058.3417","109082522436.44","117755967331.064","126989421156.068","139891738262.256","151212307425.025","141476895274.227","150484458575.03","160795500162.002","165524498469.44","177519832755.341","183346176059.017","184587669956.207","181719692103.639","179661448556.809","177723579962.172","181296855424.633","185846602550.214","186808656263.818","182588903662.859","190418063349.87","197653949750.543","197653949750.543","203781222157.05","205207690736.387","201924367679.307","205962855046.137","210287497825.875","216306196961.633","226005797602.23","234808508199.108","242023226588.581","251509982285.871","261901399087.378","272175455326.753","287946747179.798","302519710645.089","304332233457.662","321534411242.933","332060633925.509","330947657806.954","316714480468.733","299361576558.217","272022398082.022","252163419407.33","243989731226.599","245794711441.894","245079688980.546","244480923173.545","247784663293.158",
"Grenada","GRD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","265671187.623747","279861789.811742","295539865.745314","293959345.332864","298469234.330806","310778905.949756","322068184.950968","333561090.792879","353507035.841537","378939326.083301","413413034.035618","425678153.300837","441716548.961598","459440912.448988","465806684.148899","461841976.349577","452795343.755223","460463686.667202","470269146.447706","491140794.964143","515773935.059974","576341238.006919","616157286.447698","646274759.694853","633194804.570222","654959758.575549","716944976.10934","712303113.595366","806847560.795381","774632718.770404","822062784.995063","829864579.657853","774978091.901503","771015888.888889","776912813.791643","767937177.52872","786001370.766791","843718595.999264","898036907.793778","931118693.454099","965852407.112932",
"Greenland","GRL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","726460342.636148","821342248.105121","872078805.651749","931432567.574174","984582475.667205","990945242.843205","1049997736.05855","1142631846.77565","1211380773.6871","1270261116.79366","1380469050.91134","1389653029.37658","1328235078.62707","1374155043.15382","1302979095.73067","1350621066.7489","1446479002.9269","1526264934.67375","1611790880.03658","1719128819.37969","1517654950.35005","1515932949.27188","1438443004.21401","1366119059.04945","1447053004.0362","1501008943.65321","1523968937.25218","1546354919.00926","1666320851.33621","1689280827.15457","1809246741.70089","1832206717.51925","1814412741.59421","1894827616.86314","2028626802.51062","2126686936.57652","2244839174.26788","2297647623.61978","2439323625.11335","2460447004.85411","2503156060.52524","2490727405.27373","2525452961.36271","2482655002.57819","2614551661.59919","2622659625.54009","2823634003.66281","",
"Guatemala","GTM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","6155115789.88339","6419694571.43974","6646727151.07954","7280894308.42143","7618217590.74399","7950506667.98152","8388746863.18835","8733706866.28546","9499306671.73649","9949280185.86123","10517173517.8082","11104426672.6136","11918720012.6939","12727147045.6199","13538506475.7042","13802506109.9098","14822133898.8246","15979627045.2158","16778079443.1725","17568906850.0262","18229493911.2302","18347412962.2718","17699732953.9192","17244479636.9404","17330132579.0527","17224533330.5055","17249172956.218","17860480765.997","18555679808.2647","19287254095.5048","19885653339.5948","20613120003.6292","21610452588.2997","22459123585.4225","23365066568.9271","24521297988.1245","25246584010.8922","26348367641.8996","27664080711.0876","28728335092.2478","29765102998.3889","30459396099.6833","31637147197.0331","32437816938.1086","33460283473.3238","34551125869.8223","36409899312.9025","38705199942.4988","39975176494.0918","40185315839.1501","41338595380.8159","43059085363.7286","44337951141.1984","45977203823.063","47896476507.9282","49879411881.3975","51421926687.8027","52841341285.6064",
"Guam","GUM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4357462610.12088","4397577340.70887","4680386191.35423","4845859455.02971","4660328826.06023","4698437820.11883","4779670149.55952","4794713173.53002","4895000000","4901017209.5882","5000301167.79348","5092565048.14587","5171791641.05716","5196863347.67466","5214914976.43925","",
"Guyana","GUY","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","960384399.822452","1005421859.71456","1016531025.3504","891714664.799581","993015968.740457","1097689968.31002","1155135090.86409","1204963250.30683","1217312045.69559","1302455556.99724","1357880991.77513","1400149801.70221","1353697438.67269","1370547172.67297","1476118227.82181","1601337654.63851","1625948825.68413","1583045244.73889","1554452459.26695","1525917433.59792","1552375159.21827","1575601267.29862","1367777341.14165","1274872615.08262","1210762613.17163","1239816889.59147","1228651070.96146","1239701516.85449","1193912730.97939","1134880753.65275","1100402112.81128","1166256887.21862","1257591673.55933","1360888216.24852","1476880928.86124","1550522843.68091","1672757796.13706","1776919560.25757","1746559696.75232","1798430440.95292","1773670954.22892","1813578538.2268","1832639262.59807","1814216560.20619","1873975489.24551","1837303453.84412","1931553362.02911","2067147504.52019","2108007714.76091","2182887484.99935","2273225041.96217","2391348592.27862","2517523464.95492","2643413861.98497","2745103981.94656","2831915364.03855","2925825405.86112","3011396094.39359",
"High income","HIC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","9029970471140.4","9461892205300.81","10009074763920.6","10525114716872.1","11212960392811.5","11843592849775.8","12552236844687.4","13123879050626.9","13925029180901","14743948968359.3","15363806353731.7","15972884155313.7","16867657003571.3","17940549229714.1","18168495827145.5","18180002298892.8","19085534039074.5","19834890322411.3","20648851532988.6","21522027131583.6","21837898910111.7","22256703571421.8","22223301942228.7","22830860065462.7","23866787897626.3","24703124615424.3","25515448657446","26401643596685","27660863279195.9","28713677331073.1","29606377418218.1","30079967164075.5","30729817606488.8","31112424945632.2","32114036193490","33024170230028.2","34012861513722.6","35174355972155.1","36130194313020.4","37294100474037.5","38786849060425.6","39339336069263.9","39914562776560.7","40775450463576","42130800391676.9","43307017965359.7","44621268854849.3","45805200909882.4","45966491983079.8","44392515836166.8","45719279000402.4","46580392930493.8","47162476315744.4","47820254539076.4","48784143186970.8","49924855870883.3","50751781920587.6","51884557423931.7",
"Hong Kong SAR, China","HKG","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","10710190830.3625","12240744811.365","14170366289.1856","15392944267.209","17646808086.1942","17963567911.7935","18251590539.9317","18871663351.5636","21012421899.0321","22947031720.5629","24620512593.0889","27233211832.4466","30577354078.8796","31315845832.5021","31469942276.2462","36556751553.621","40843256992.2683","44217220858.7082","49327236778.561","54313303201.4401","59343180295.1656","61093655168.4363","64745231206.5757","71202750581.7166","71741817029.1846","79673717297.4608","90348772837.3426","98038955320.182","100271347572.762","104112263787.381","110048718129.313","116910184902.727","124159983389.758","131654427603.098","134779624937.554","140519365029.695","147685446096.197","138997594871.313","142481844510.651","153400895123.315","154261275971.074","156816826142.274","161609648467.509","175669728983.797","188648640222.02","201915790972.891","214969310482.259","219543730106.79","214145040905.272","228637697575.04","239645887720.961","243720605436.433","251279572791.243","258220961506.275","264386879658.877","270105365069.123","280346000937.197",
"Honduras","HND","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2234326591.95723","2275788081.61845","2406983760.73282","2493164290.84688","2628210163.98886","2865725629.35676","3019725204.58929","3200230572.89257","3411387650.34168","3433747210.20912","3558279639.3191","3700433039.25466","3913663272.94645","4221662800.00125","4169835905.71639","4258681838.89887","4705872947.05537","5194525574.60387","5714274287.18995","5980812086.73738","6020792666.98167","6173311521.09215","6087427396.83327","6031158121.15659","6293253628.50452","6556829797.51296","6604214488.79062","7002540422.39356","7325347220.13049","7642230954.99457","7649634778.63051","7898403488.66196","8342633065.38204","8862381777.96812","8746882151.05013","9102265883.78003","9429515072.81904","9900398521.65924","10187667041.2616","9995167517.71457","10569704556.9194","10857538040.412","11265166701.8573","11777398118.373","12511401249.9967","13268415996.7103","14139785190.6771","15014801358.9561","15650167709.792","15269613868.5127","15839344591.9842","16446892853.4328","17125933703.7093","17604014377.0727","18142359318.8949","18839040425.3557","19545909275.2757","20481239263.2949",
"Heavily indebted poor countries (HIPC)","HPC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","101038056671.455","101270043048.237","108360491554.578","111895777993.796","115848925543.53","120732737151.969","124042514025.214","126848305516.48","130628373927.454","136693487426.002","142635176408.001","148639420557.14","151246599532.735","155729428251.242","164602601253.392","168093939957.887","174730200558.781","181341125073.955","185662150277.102","185740111432.007","185171839549.195","192513679864.269","194885624826.745","196105363398.11","198539059928.954","201792824884.413","207959218054.868","214834180490.492","217325135344.306","221741419610.818","219274282291.512","221138917710.104","219691442722.424","221195187139.248","221879867752.974","232409031173.123","245038526651.234","255753356558.106","264841298071.828","272846611609.96","280424800675.819","292434505633.687","302795334095.053","316621202498.935","334226001438.488","354736597309.572","376251598470.805","401408060671.907","425576921178.928","443741351447.958","468988446692.293","491213705501.661","519690413355.25","549675468634.71","580500184332.148","610038887451.612","637620980457.194","671118569654.438",
"Croatia","HRV","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39570428328.0577","41894675885.3577","44678775723.5828","45510641319.089","45084889273.1567","46778513367.1593","48385076669.081","50923587390.8062","53753873046.5275","55948541911.6559","58278072356.2334","61066830126.9004","64211774903.9101","65530277351.5047","60691663864.2464","59829574390.6875","59634549667.8591","58295936115.4532","57918158247.298","57862454727.7874","59220688842.7487","61095271083.0161","62792670406.2264",
"Haiti","HTI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6030382461.28844","6193487025.3791","6328619062.00642","6500140292.47834","6556695399.76108","6488218919.22907","6471903362.415","6495448169.40393","6266620794.5169","6379734003.44932","6523228358.6981","6741318083.48971","6798211055.17447","7007816740.32887","6622541528.56888","6988353355.27882","7189974061.95115","7494401366.58017","7705005174.04483","7798329610.05405","7911616492.26845","8004441867.12255",
"Hungary","HUN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91826530508.109","89012800008.8163","88499989686.1736","91108221165.2966","92465301329.2829","92478389591.116","95567319086.4533","99615405209.7316","102790044926.162","107116662868.959","111230489494.696","116267235099.967","120741918770.183","126784952825.157","132348549363.811","137445520919.157","138043081318.142","139224057876.112","130035306170.647","130922638689.071","133098463934.149","130910618138.362","133654788388.71","139305356455.298","143995970044.202","147182870839.849","153053569271.399",
